fecha,home,away,prob_home,confianza,bucket,pick_home,resultado_home,acerto,year
2026-06-01,Tampa Bay Rays,Detroit Tigers,0.8437,84.4,80-85,1,0,0,2026
2026-06-01,Washington Nationals,Miami Marlins,0.416,58.4,55-60,0,0,1,2026
2026-06-01,Cincinnati Reds,Kansas City Royals,0.2542,74.6,70-75,0,0,1,2026
2026-06-01,Minnesota Twins,Chicago White Sox,0.7685,76.8,75-80,1,1,1,2026
2026-06-01,Milwaukee Brewers,San Francisco Giants,0.6054,60.5,60-65,1,1,1,2026
2026-06-01,St. Louis Cardinals,Texas Rangers,0.2476,75.2,75-80,0,0,1,2026
2026-06-01,Los Angeles Angels,Colorado Rockies,0.5534,55.3,55-60,1,0,0,2026
2026-06-01,Arizona Diamondbacks,Los Angeles Dodgers,0.5704,57.0,55-60,1,1,1,2026
2026-06-01,Seattle Mariners,New York Mets,0.4894,51.1,50-55,0,1,0,2026
2026-06-02,Tampa Bay Rays,Detroit Tigers,0.4581,54.2,50-55,0,0,1,2026
2026-06-02,Philadelphia Phillies,San Diego Padres,0.625,62.5,60-65,1,1,1,2026
2026-06-02,Boston Red Sox,Baltimore Orioles,0.311,68.9,65-70,0,0,1,2026
2026-06-02,Washington Nationals,Miami Marlins,0.7241,72.4,70-75,1,0,0,2026
2026-06-02,New York Yankees,Cleveland Guardians,0.5328,53.3,50-55,1,0,0,2026
2026-06-02,Cincinnati Reds,Kansas City Royals,0.2468,75.3,75-80,0,1,0,2026
2026-06-02,Atlanta Braves,Toronto Blue Jays,0.6196,62.0,60-65,1,1,1,2026
2026-06-02,Minnesota Twins,Chicago White Sox,0.75,75.0,75-80,1,1,1,2026
2026-06-02,Milwaukee Brewers,San Francisco Giants,0.7932,79.3,75-80,1,1,1,2026
2026-06-02,St. Louis Cardinals,Texas Rangers,0.6729,67.3,65-70,1,0,0,2026
2026-06-02,Chicago Cubs,Athletics,0.3196,68.0,65-70,0,0,1,2026
2026-06-02,Houston Astros,Pittsburgh Pirates,0.4397,56.0,55-60,0,0,1,2026
2026-06-02,Los Angeles Angels,Colorado Rockies,0.5259,52.6,50-55,1,0,0,2026
2026-06-02,Arizona Diamondbacks,Los Angeles Dodgers,0.3964,60.4,60-65,0,0,1,2026
2026-06-02,Seattle Mariners,New York Mets,0.464,53.6,50-55,0,1,0,2026
2026-06-02,Tampa Bay Rays,Detroit Tigers,0.4764,52.4,50-55,0,0,1,2026
2026-06-02,Philadelphia Phillies,San Diego Padres,0.6274,62.7,60-65,1,0,0,2026
2026-06-02,Boston Red Sox,Baltimore Orioles,0.3159,68.4,65-70,0,0,1,2026
2026-06-02,Washington Nationals,Miami Marlins,0.7397,74.0,70-75,1,0,0,2026
2026-06-02,New York Yankees,Cleveland Guardians,0.5624,56.2,55-60,1,0,0,2026
2026-06-02,Cincinnati Reds,Kansas City Royals,0.259,74.1,70-75,0,0,1,2026
2026-06-02,Atlanta Braves,Toronto Blue Jays,0.6253,62.5,60-65,1,0,0,2026
2026-06-02,Minnesota Twins,Chicago White Sox,0.7496,75.0,75-80,1,0,0,2026
2026-06-02,Milwaukee Brewers,San Francisco Giants,0.7789,77.9,75-80,1,0,0,2026
2026-06-02,St. Louis Cardinals,Texas Rangers,0.6742,67.4,65-70,1,0,0,2026
2026-06-02,Chicago Cubs,Athletics,0.3455,65.5,65-70,0,0,1,2026
2026-06-02,Houston Astros,Pittsburgh Pirates,0.4287,57.1,55-60,0,0,1,2026
2026-06-02,Los Angeles Angels,Colorado Rockies,0.5357,53.6,50-55,1,0,0,2026
2026-06-02,Arizona Diamondbacks,Los Angeles Dodgers,0.4172,58.3,55-60,0,0,1,2026
2026-06-02,Seattle Mariners,New York Mets,0.4723,52.8,50-55,0,0,1,2026
2026-06-02,Tampa Bay Rays,Detroit Tigers,0.4423,55.8,55-60,0,0,1,2026
2026-06-02,Philadelphia Phillies,San Diego Padres,0.6496,65.0,65-70,1,0,0,2026
2026-06-02,Boston Red Sox,Baltimore Orioles,0.3514,64.9,60-65,0,0,1,2026
2026-06-02,Washington Nationals,Miami Marlins,0.7214,72.1,70-75,1,0,0,2026
2026-06-02,New York Yankees,Cleveland Guardians,0.5715,57.1,55-60,1,0,0,2026
2026-06-02,Cincinnati Reds,Kansas City Royals,0.2499,75.0,75-80,0,0,1,2026
2026-06-02,Atlanta Braves,Toronto Blue Jays,0.5882,58.8,55-60,1,0,0,2026
2026-06-02,Minnesota Twins,Chicago White Sox,0.7548,75.5,75-80,1,0,0,2026
2026-06-02,Milwaukee Brewers,San Francisco Giants,0.772,77.2,75-80,1,0,0,2026
2026-06-02,St. Louis Cardinals,Texas Rangers,0.6669,66.7,65-70,1,0,0,2026
2026-06-02,Chicago Cubs,Athletics,0.3591,64.1,60-65,0,0,1,2026
2026-06-02,Houston Astros,Pittsburgh Pirates,0.4086,59.1,55-60,0,0,1,2026
2026-06-02,Los Angeles Angels,Colorado Rockies,0.5506,55.1,55-60,1,0,0,2026
2026-06-02,Arizona Diamondbacks,Los Angeles Dodgers,0.4316,56.8,55-60,0,0,1,2026
2026-06-02,Seattle Mariners,New York Mets,0.4617,53.8,50-55,0,0,1,2026
2026-06-02,Tampa Bay Rays,Detroit Tigers,0.4479,55.2,55-60,0,0,1,2026
2026-06-02,Philadelphia Phillies,San Diego Padres,0.6412,64.1,60-65,1,0,0,2026
2026-06-02,Boston Red Sox,Baltimore Orioles,0.3581,64.2,60-65,0,0,1,2026
2026-06-02,Washington Nationals,Miami Marlins,0.737,73.7,70-75,1,0,0,2026
2026-06-02,New York Yankees,Cleveland Guardians,0.5815,58.2,55-60,1,0,0,2026
2026-06-02,Cincinnati Reds,Kansas City Royals,0.2551,74.5,70-75,0,0,1,2026
2026-06-02,Atlanta Braves,Toronto Blue Jays,0.6262,62.6,60-65,1,0,0,2026
2026-06-02,Minnesota Twins,Chicago White Sox,0.7515,75.2,75-80,1,0,0,2026
2026-06-02,Milwaukee Brewers,San Francisco Giants,0.7694,76.9,75-80,1,0,0,2026
2026-06-02,St. Louis Cardinals,Texas Rangers,0.6775,67.8,65-70,1,0,0,2026
2026-06-02,Chicago Cubs,Athletics,0.3651,63.5,60-65,0,0,1,2026
2026-06-02,Houston Astros,Pittsburgh Pirates,0.4686,53.1,50-55,0,0,1,2026
2026-06-02,Los Angeles Angels,Colorado Rockies,0.4926,50.7,50-55,0,0,1,2026
2026-06-02,Arizona Diamondbacks,Los Angeles Dodgers,0.4357,56.4,55-60,0,0,1,2026
2026-06-02,Seattle Mariners,New York Mets,0.4806,51.9,50-55,0,0,1,2026
2026-06-03,Washington Nationals,Miami Marlins,0.4394,56.1,55-60,0,0,1,2026
2026-06-03,Tampa Bay Rays,Detroit Tigers,0.2988,70.1,70-75,0,0,1,2026
2026-06-03,Minnesota Twins,Chicago White Sox,0.4106,58.9,55-60,0,0,1,2026
2026-06-03,Seattle Mariners,New York Mets,0.372,62.8,60-65,0,0,1,2026
2026-06-03,Philadelphia Phillies,San Diego Padres,0.739,73.9,70-75,1,1,1,2026
2026-06-03,Boston Red Sox,Baltimore Orioles,0.771,77.1,75-80,1,1,1,2026
2026-06-03,New York Yankees,Cleveland Guardians,0.7779,77.8,75-80,1,0,0,2026
2026-06-03,Cincinnati Reds,Kansas City Royals,0.6401,64.0,60-65,1,0,0,2026
2026-06-03,Atlanta Braves,Toronto Blue Jays,0.5938,59.4,55-60,1,1,1,2026
2026-06-03,Milwaukee Brewers,San Francisco Giants,0.3957,60.4,60-65,0,0,1,2026
2026-06-03,St. Louis Cardinals,Texas Rangers,0.8339,83.4,80-85,1,1,1,2026
2026-06-03,Chicago Cubs,Athletics,0.7121,71.2,70-75,1,0,0,2026
2026-06-03,Houston Astros,Pittsburgh Pirates,0.6055,60.6,60-65,1,1,1,2026
2026-06-03,Los Angeles Angels,Colorado Rockies,0.7502,75.0,75-80,1,1,1,2026
2026-06-03,Arizona Diamondbacks,Los Angeles Dodgers,0.2324,76.8,75-80,0,0,1,2026
2026-06-03,Washington Nationals,Miami Marlins,0.4458,55.4,55-60,0,0,1,2026
2026-06-03,Tampa Bay Rays,Detroit Tigers,0.2934,70.7,70-75,0,0,1,2026
2026-06-03,Minnesota Twins,Chicago White Sox,0.418,58.2,55-60,0,0,1,2026
2026-06-03,Seattle Mariners,New York Mets,0.3815,61.9,60-65,0,0,1,2026
2026-06-03,Philadelphia Phillies,San Diego Padres,0.7325,73.3,70-75,1,0,0,2026
2026-06-03,Boston Red Sox,Baltimore Orioles,0.7635,76.3,75-80,1,0,0,2026
2026-06-03,New York Yankees,Cleveland Guardians,0.7638,76.4,75-80,1,0,0,2026
2026-06-03,Cincinnati Reds,Kansas City Royals,0.6552,65.5,65-70,1,0,0,2026
2026-06-03,Atlanta Braves,Toronto Blue Jays,0.5491,54.9,50-55,1,0,0,2026
2026-06-03,Milwaukee Brewers,San Francisco Giants,0.4074,59.3,55-60,0,0,1,2026
2026-06-03,St. Louis Cardinals,Texas Rangers,0.8207,82.1,80-85,1,0,0,2026
2026-06-03,Chicago Cubs,Athletics,0.7096,71.0,70-75,1,0,0,2026
2026-06-03,Houston Astros,Pittsburgh Pirates,0.5804,58.0,55-60,1,0,0,2026
2026-06-03,Los Angeles Angels,Colorado Rockies,0.752,75.2,75-80,1,0,0,2026
2026-06-03,Arizona Diamondbacks,Los Angeles Dodgers,0.2355,76.4,75-80,0,0,1,2026
2026-06-03,Washington Nationals,Miami Marlins,0.4502,55.0,55-60,0,0,1,2026
2026-06-03,Tampa Bay Rays,Detroit Tigers,0.3068,69.3,65-70,0,0,1,2026
2026-06-03,Minnesota Twins,Chicago White Sox,0.4199,58.0,55-60,0,0,1,2026
2026-06-03,Seattle Mariners,New York Mets,0.4157,58.4,55-60,0,0,1,2026
2026-06-03,Philadelphia Phillies,San Diego Padres,0.7383,73.8,70-75,1,0,0,2026
2026-06-03,Boston Red Sox,Baltimore Orioles,0.7658,76.6,75-80,1,0,0,2026
2026-06-03,New York Yankees,Cleveland Guardians,0.7811,78.1,75-80,1,0,0,2026
2026-06-03,Cincinnati Reds,Kansas City Royals,0.6564,65.6,65-70,1,0,0,2026
2026-06-03,Atlanta Braves,Toronto Blue Jays,0.5422,54.2,50-55,1,0,0,2026
2026-06-03,Milwaukee Brewers,San Francisco Giants,0.4179,58.2,55-60,0,0,1,2026
2026-06-03,St. Louis Cardinals,Texas Rangers,0.8312,83.1,80-85,1,0,0,2026
2026-06-03,Chicago Cubs,Athletics,0.7062,70.6,70-75,1,0,0,2026
2026-06-03,Houston Astros,Pittsburgh Pirates,0.5853,58.5,55-60,1,0,0,2026
2026-06-03,Los Angeles Angels,Colorado Rockies,0.7574,75.7,75-80,1,0,0,2026
2026-06-03,Arizona Diamondbacks,Los Angeles Dodgers,0.2341,76.6,75-80,0,0,1,2026
2026-06-03,Washington Nationals,Miami Marlins,0.4594,54.1,50-55,0,0,1,2026
2026-06-03,Tampa Bay Rays,Detroit Tigers,0.3184,68.2,65-70,0,0,1,2026
2026-06-03,Minnesota Twins,Chicago White Sox,0.4152,58.5,55-60,0,0,1,2026
2026-06-03,Seattle Mariners,New York Mets,0.4221,57.8,55-60,0,0,1,2026
2026-06-03,Philadelphia Phillies,San Diego Padres,0.7354,73.5,70-75,1,0,0,2026
2026-06-03,Boston Red Sox,Baltimore Orioles,0.7723,77.2,75-80,1,0,0,2026
2026-06-03,New York Yankees,Cleveland Guardians,0.7863,78.6,75-80,1,0,0,2026
2026-06-03,Cincinnati Reds,Kansas City Royals,0.6361,63.6,60-65,1,0,0,2026
2026-06-03,Atlanta Braves,Toronto Blue Jays,0.5716,57.2,55-60,1,0,0,2026
2026-06-03,Milwaukee Brewers,San Francisco Giants,0.4114,58.9,55-60,0,0,1,2026
2026-06-03,St. Louis Cardinals,Texas Rangers,0.8343,83.4,80-85,1,0,0,2026
2026-06-03,Chicago Cubs,Athletics,0.7054,70.5,70-75,1,0,0,2026
2026-06-03,Houston Astros,Pittsburgh Pirates,0.593,59.3,55-60,1,0,0,2026
2026-06-03,Los Angeles Angels,Colorado Rockies,0.7114,71.1,70-75,1,0,0,2026
2026-06-03,Arizona Diamondbacks,Los Angeles Dodgers,0.2452,75.5,75-80,0,0,1,2026
2026-06-04,Philadelphia Phillies,San Diego Padres,0.5312,53.1,50-55,1,1,1,2026
2026-06-04,Boston Red Sox,Baltimore Orioles,0.3266,67.3,65-70,0,0,1,2026
2026-06-04,New York Yankees,Cleveland Guardians,0.4876,51.2,50-55,0,1,0,2026
2026-06-04,Milwaukee Brewers,San Francisco Giants,0.2467,75.3,75-80,0,0,1,2026
2026-06-04,Atlanta Braves,Toronto Blue Jays,0.3212,67.9,65-70,0,0,1,2026
2026-06-04,Minnesota Twins,Kansas City Royals,0.8055,80.5,80-85,1,0,0,2026
2026-06-04,Chicago Cubs,Athletics,0.3397,66.0,65-70,0,1,0,2026
2026-06-04,Houston Astros,Pittsburgh Pirates,0.2237,77.6,75-80,0,0,1,2026
2026-06-04,Arizona Diamondbacks,Los Angeles Dodgers,0.4627,53.7,50-55,0,1,0,2026
2026-06-04,Philadelphia Phillies,San Diego Padres,0.5342,53.4,50-55,1,0,0,2026
2026-06-04,Boston Red Sox,Baltimore Orioles,0.3433,65.7,65-70,0,0,1,2026
2026-06-04,New York Yankees,Cleveland Guardians,0.4527,54.7,50-55,0,0,1,2026
2026-06-04,Milwaukee Brewers,San Francisco Giants,0.2494,75.1,75-80,0,0,1,2026
2026-06-04,Atlanta Braves,Toronto Blue Jays,0.3287,67.1,65-70,0,0,1,2026
2026-06-04,Minnesota Twins,Kansas City Royals,0.8169,81.7,80-85,1,0,0,2026
2026-06-04,Chicago Cubs,Athletics,0.3154,68.5,65-70,0,0,1,2026
2026-06-04,Houston Astros,Pittsburgh Pirates,0.2282,77.2,75-80,0,0,1,2026
2026-06-04,Arizona Diamondbacks,Los Angeles Dodgers,0.4433,55.7,55-60,0,0,1,2026
2026-06-04,Philadelphia Phillies,San Diego Padres,0.5469,54.7,50-55,1,0,0,2026
2026-06-04,Boston Red Sox,Baltimore Orioles,0.3639,63.6,60-65,0,0,1,2026
2026-06-04,New York Yankees,Cleveland Guardians,0.458,54.2,50-55,0,0,1,2026
2026-06-04,Milwaukee Brewers,San Francisco Giants,0.2599,74.0,70-75,0,0,1,2026
2026-06-04,Atlanta Braves,Toronto Blue Jays,0.3339,66.6,65-70,0,0,1,2026
2026-06-04,Minnesota Twins,Kansas City Royals,0.8144,81.4,80-85,1,0,0,2026
2026-06-04,Chicago Cubs,Athletics,0.3155,68.4,65-70,0,0,1,2026
2026-06-04,Houston Astros,Pittsburgh Pirates,0.2224,77.8,75-80,0,0,1,2026
2026-06-04,Arizona Diamondbacks,Los Angeles Dodgers,0.4643,53.6,50-55,0,0,1,2026
2026-06-04,Philadelphia Phillies,San Diego Padres,0.5458,54.6,50-55,1,0,0,2026
2026-06-04,Boston Red Sox,Baltimore Orioles,0.3702,63.0,60-65,0,0,1,2026
2026-06-04,New York Yankees,Cleveland Guardians,0.441,55.9,55-60,0,0,1,2026
2026-06-04,Milwaukee Brewers,San Francisco Giants,0.2519,74.8,70-75,0,0,1,2026
2026-06-04,Atlanta Braves,Toronto Blue Jays,0.3312,66.9,65-70,0,0,1,2026
2026-06-04,Minnesota Twins,Kansas City Royals,0.8026,80.3,80-85,1,0,0,2026
2026-06-04,Chicago Cubs,Athletics,0.312,68.8,65-70,0,0,1,2026
2026-06-04,Houston Astros,Pittsburgh Pirates,0.2224,77.8,75-80,0,0,1,2026
2026-06-04,Arizona Diamondbacks,Los Angeles Dodgers,0.4685,53.1,50-55,0,0,1,2026
2026-06-06,Detroit Tigers,Seattle Mariners,0.3657,63.4,60-65,0,0,1,2026
2026-06-06,Minnesota Twins,Kansas City Royals,0.5461,54.6,50-55,1,0,0,2026
2026-06-06,St. Louis Cardinals,Cincinnati Reds,0.3896,61.0,60-65,0,1,0,2026
2026-06-06,Chicago Cubs,San Francisco Giants,0.4967,50.3,50-55,0,1,0,2026
2026-06-06,Toronto Blue Jays,Baltimore Orioles,0.7851,78.5,75-80,1,1,1,2026
2026-06-06,Philadelphia Phillies,Chicago White Sox,0.4028,59.7,55-60,0,0,1,2026
2026-06-06,Arizona Diamondbacks,Washington Nationals,0.2622,73.8,70-75,0,0,1,2026
2026-06-06,Houston Astros,Athletics,0.7688,76.9,75-80,1,1,1,2026
2026-06-06,Atlanta Braves,Pittsburgh Pirates,0.5905,59.1,55-60,1,1,1,2026
2026-06-06,Miami Marlins,Tampa Bay Rays,0.5755,57.6,55-60,1,1,1,2026
2026-06-06,Texas Rangers,Cleveland Guardians,0.2058,79.4,75-80,0,0,1,2026
2026-06-06,Colorado Rockies,Milwaukee Brewers,0.2176,78.2,75-80,0,0,1,2026
2026-06-06,Los Angeles Dodgers,Los Angeles Angels,0.8802,88.0,85-90,1,1,1,2026
2026-06-06,San Diego Padres,New York Mets,0.1945,80.5,80-85,0,1,0,2026
