year,prob,conf_raw,conf_cal,god,consensus,pick,real,hit,tier
2024,0.4537085524075334,54.6,43.0,False,4,0,1,0,STANDARD
2024,0.5760478667230733,57.6,53.5,False,4,1,1,1,STANDARD
2024,0.3006032667944541,69.9,63.8,False,4,0,1,0,STANDARD
2024,0.2636686062502757,73.6,59.7,False,3,0,1,0,STANDARD
2024,0.5803247951129417,58.0,53.5,False,3,1,1,1,STANDARD
2024,0.5316986519933685,53.2,39.5,False,4,1,1,1,STANDARD
2024,0.7412474418193358,74.1,63.2,False,4,1,1,1,STANDARD
2024,0.5732520884986413,57.3,53.5,False,3,1,0,0,STANDARD
2024,0.6473399659296004,64.7,59.7,False,1,1,1,1,STANDARD
2024,0.8154402992715886,81.5,61.1,False,4,1,1,1,STANDARD
2024,0.48837689170447773,51.2,43.0,False,3,0,1,0,STANDARD
2024,0.5836155509589526,58.4,53.5,False,3,1,0,0,STANDARD
2024,0.2574150780585787,74.3,63.2,True,4,0,0,1,STANDARD
2024,0.7225667063281164,72.3,63.2,False,4,1,1,1,STANDARD
2024,0.6554507733501258,65.5,63.8,False,4,1,1,1,STANDARD
2024,0.6610242954314564,66.1,63.8,False,4,1,0,0,STANDARD
2024,0.5560985807772872,55.6,53.5,False,4,1,1,1,STANDARD
2024,0.4367162316655102,56.3,53.5,False,4,0,0,1,STANDARD
2024,0.6896329146603547,69.0,60.3,False,4,1,0,0,STANDARD
2024,0.46339112700770224,53.7,43.0,False,2,0,1,0,STANDARD
2024,0.5347669565565907,53.5,43.0,False,4,1,1,1,STANDARD
2024,0.9436749398926328,94.4,94.4,True,4,1,1,1,GOD
2024,0.4917873770907154,50.8,43.0,False,1,0,0,1,STANDARD
2024,0.490392527450939,51.0,43.0,False,1,0,0,1,STANDARD
2024,0.2861190490342231,71.4,63.2,False,4,0,0,1,STANDARD
2024,0.82228579143274,82.2,61.1,True,4,1,0,0,STANDARD
2024,0.3546367331755893,64.5,59.7,False,4,0,1,0,STANDARD
2024,0.4003321863888457,60.0,59.7,False,4,0,1,0,STANDARD
2024,0.31732393528066155,68.3,63.8,False,4,0,1,0,STANDARD
2024,0.6824810723313313,68.2,63.8,False,4,1,1,1,STANDARD
2024,0.6813906271948954,68.1,63.8,False,2,1,0,0,STANDARD
2024,0.5811494555241151,58.1,53.5,False,2,1,1,1,STANDARD
2024,0.46967390065862646,53.0,43.0,False,2,0,0,1,STANDARD
2024,0.7411523467752487,74.1,63.2,False,4,1,1,1,STANDARD
2024,0.2878541821183901,71.2,63.2,False,4,0,1,0,STANDARD
